#RunID,ClientID,MsgCount,MsgBytes,MsgsPerSec,BytesPerSec,DurationSecs
hclYNyc7d7u8550KSUeUad,S0,22455,20972568576,357,375290200.956058,55.883603
hclYNyc7d7u8550KSUeUad,P0,40002,20972568576,414,435092621.136379,48.202538
