#RunID,ClientID,MsgCount,MsgBytes,MsgsPerSec,BytesPerSec,DurationSecs
Jb0NYdGFkgLnBYX6iyAv0O,S0,322536,20973223936,5377,352426177.112459,59.510971
Jb0NYdGFkgLnBYX6iyAv0O,P0,640052,20973223936,5376,352376027.639301,59.519440
