#RunID,ClientID,MsgCount,MsgBytes,MsgsPerSec,BytesPerSec,DurationSecs
xF0Xzs6AyzszYvNI0wxBBc,S0,4098899,20973276160,46014,235595632.326689,89.022347
xF0Xzs6AyzszYvNI0wxBBc,P0,8192686,20973276160,46013,235588150.387741,89.025174
