#RunID,ClientID,MsgCount,MsgBytes,MsgsPerSec,BytesPerSec,DurationSecs
onJ9PCayK1euSFPwmZ4ge7,S0,200036,204800000,36516,37393171.827636,5.476936
onJ9PCayK1euSFPwmZ4ge7,P0,400000,204800000,36538,37415456.528612,5.473674
